TYPE;START;END;GUID1;GUID2;PROFILE1;PROFILE2
Full width support 1;{77468.6962, 62794.405856, 38667.49};{77707.507698, 61618.408803, 38667.49};4e42b04d-bcd3-4c7a-be4d-dda576ad0060;4a06d5a2-0897-4bad-a841-e4651f638c06;UPB265(265X1200);580*740
Full width support 1;{77422.279559, 61519.670669, 38667.49};{77593.793978, 60675.069582, 38667.49};423393db-9ac8-4e0c-81c3-cf8cba91ac01;4a06d5a2-0897-4bad-a841-e4651f638c06;UPB265(265X1200);580*740
Side;{73379.119588, 58344.686733, 38667.49};{76667.492059, 58107.286433, 38667.49};ac5a388b-ae03-4a19-acca-017a31cb10b3;b9dfa5e4-a108-43d1-84a1-8204629ac716;UPB265(265X1200);UPB265(265X1200)
Side;{73231.364066, 56298.03331, 38667.49};{76519.73662, 56060.633005, 38667.49};28690f1f-b031-448b-b1bf-c5a8e0980e57;e5f2772c-eadd-46fb-bbb3-5aefb6538aff;UPB265(265X1200);UPB265(265X1200)
Side;{73292.711984, 57147.801723, 38667.49};{76581.08468, 56910.401407, 38667.49};ac5a388b-ae03-4a19-acca-017a31cb10b3;e5f2772c-eadd-46fb-bbb3-5aefb6538aff;UPB265(265X1200);UPB265(265X1200)
Beam at side of HCS 2;{73738.351463, 53540.492638, 38599.99};{72843.503075, 53358.675756, 38599.99};0feba92a-9a6c-4c94-9846-67ca3fa641e4;457dceb7-5020-4b6c-b5ad-adb54c413e12;UPB400(400X1200);650*520
Side;{75001.04904, 53352.589926, 38599.99};{76964.405194, 43689.534956, 38599.99};31fa5520-2cb2-4131-b3e3-fb32a2758fa4;75ee7914-9a34-4d84-9d35-7b257d6cdf5e;UPB400(400X1200);UPB400(400X1200)
Side;{72518.019568, 53519.882567, 38599.99};{74612.412611, 43211.905585, 38599.99};0feba92a-9a6c-4c94-9846-67ca3fa641e4;9f61ff20-c2a3-4502-942a-6af92e489461;UPB400(400X1200);UPB400(400X1200)
Side;{73825.054373, 53113.765126, 38599.99};{75788.40896, 43450.720283, 38599.99};0feba92a-9a6c-4c94-9846-67ca3fa641e4;31fa5520-2cb2-4131-b3e3-fb32a2758fa4;UPB400(400X1200);UPB400(400X1200)
Side;{71275.201814, 53609.939911, 38599.99};{73283.125285, 43727.537395, 38599.99};4eca8473-ceee-444b-bc6a-e53751c7921d;9f61ff20-c2a3-4502-942a-6af92e489461;UPB400(400X1200);UPB400(400X1200)
Horizontal;{80312.977153, 44083.853592, 41160.009334};{73257.035923, 42650.960431, 41159.992104};2908db2f-7ddf-4a69-8adc-9a073f42560e;397e7259-5264-4b46-88ec-c9fe15c03afb;880*400.01;880*400.01
Horizontal;{80312.9486, 44083.844128, 41940.009342};{73257.034809, 42650.956539, 41939.992113};243aef28-2194-4987-9898-114f842ff7b5;397e7259-5264-4b46-88ec-c9fe15c03afb;710*400.01;880*400.01
Horizontal;{80312.948627, 44083.839395, 40380.009334};{73257.007407, 42650.946236, 40379.992104};21c4ad4b-4894-40a2-aafe-4582d7b32288;2908db2f-7ddf-4a69-8adc-9a073f42560e;880*400.01;880*400.01
Horizontal;{80312.950803, 44083.838056, 39600.010826};{73256.977589, 42650.938399, 39599.993596};21c4ad4b-4894-40a2-aafe-4582d7b32288;296a2870-cb30-4e09-bb2b-aee7ef155d2c;880*400.01;880*400
Unclassified;{93376.138698, 57206.571551, 51784.989889};{93296.533762, 57598.571259, 51784.989889};1026a097-6010-49c6-a291-4124b46e9959;1afd1776-5faa-478b-8f32-0a8b53b344e0;600*400;700*320
Unclassified;{98884.903781, 58529.339947, 51180.019887};{98884.903781, 58529.339947, 51780.01989};1026a097-6010-49c6-a291-4124b46e9959;93444219-7bd4-4e0c-826c-81f89ec94d04;600*400;600*400
Side;{100043.041269, 58540.04179, 38599.99};{102026.33645, 48778.9697, 38599.99};b4f471b4-f5bf-46d5-a665-ddcf498df807;ea8c030e-abac-4100-80cd-54e67ad30e13;UPB400(400X1200);UPB400(400X1200)
Side;{101219.036995, 58778.859853, 38599.99};{103202.332851, 49017.784444, 38599.99};7d986322-33a1-47d1-bda7-aa546f928cd7;ea8c030e-abac-4100-80cd-54e67ad30e13;UPB400(400X1200);UPB400(400X1200)
Beam at side of HCS 2;{98889.950936, 58254.858652, 38399.99};{98889.950936, 58254.858652, 38799.99};b4f471b4-f5bf-46d5-a665-ddcf498df807;a31d9910-51e7-4ed8-8dfe-7a415d37ba18;UPB400(400X1200);650*640
Side;{98867.045543, 58301.223726, 38599.99};{100850.34005, 48540.154955, 38599.99};8d2abd68-b7c6-4ad3-8b0c-319f28a6e537;b4f471b4-f5bf-46d5-a665-ddcf498df807;UPB400(400X1200);UPB400(400X1200)
Unclassified;{88366.89959, 56037.484072, 51949.961901};{88227.592533, 56723.482282, 51949.961901};1afd1776-5faa-478b-8f32-0a8b53b344e0;a78111ff-cf6e-490f-8491-71592be4578a;700*320;700*320
Full width support 1;{95348.999751, 57535.841575, 38599.99};{94173.02854, 57296.902859, 38599.99};5263ebc2-a1af-4579-ae30-6543dd0ec002;a31d9910-51e7-4ed8-8dfe-7a415d37ba18;UPB400(400X1200);650*640
Full width support 1;{96524.995979, 57774.657166, 38599.99};{95349.024768, 57535.718449, 38599.99};4331ad39-e75e-4ca7-a633-f8e1dc5909af;a31d9910-51e7-4ed8-8dfe-7a415d37ba18;UPB400(400X1200);650*640
Full width support 1;{98876.988437, 58252.288346, 38599.99};{97701.017225, 58013.34963, 38599.99};8d2abd68-b7c6-4ad3-8b0c-319f28a6e537;a31d9910-51e7-4ed8-8dfe-7a415d37ba18;UPB400(400X1200);650*640
Full width support 1;{97700.992208, 58013.472756, 38599.99};{96525.020997, 57774.534039, 38599.99};50a2cc7d-034d-4fa1-8b1c-2f27d263f7b3;a31d9910-51e7-4ed8-8dfe-7a415d37ba18;UPB400(400X1200);650*640
Side;{95339.056271, 57584.779839, 38599.99};{97322.350789, 47823.711016, 38599.99};4331ad39-e75e-4ca7-a633-f8e1dc5909af;5263ebc2-a1af-4579-ae30-6543dd0ec002;UPB400(400X1200);UPB400(400X1200)
Side;{96515.0525, 57823.595429, 38599.99};{98498.347187, 48062.525769, 38599.99};4331ad39-e75e-4ca7-a633-f8e1dc5909af;50a2cc7d-034d-4fa1-8b1c-2f27d263f7b3;UPB400(400X1200);UPB400(400X1200)
Side;{97691.048728, 58062.41102, 38599.99};{99674.343586, 48301.340522, 38599.99};50a2cc7d-034d-4fa1-8b1c-2f27d263f7b3;8d2abd68-b7c6-4ad3-8b0c-319f28a6e537;UPB400(400X1200);UPB400(400X1200)
Side;{92239.383603, 57424.720263, 38667.49};{91401.94491, 58757.031446, 38667.49};6f470f56-4a30-497c-9ecf-0f902e44f1a1;f97927c4-dea4-4e2d-b50f-859b69704d08;UPB265(265X1200);UPB265(265X1200)
Full width support 1;{92334.744138, 57273.012559, 38667.49};{93350.711888, 57911.612222, 38667.49};6f470f56-4a30-497c-9ecf-0f902e44f1a1;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;UPB265(265X1200);650*640
Full width support 1;{91077.806123, 57017.776429, 38667.49};{92093.77481, 57656.374603, 38667.49};f97927c4-dea4-4e2d-b50f-859b69704d08;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;UPB265(265X1200);650*640
HCS - Wall;{90407.262962, 58084.567538, 38534.99};{91043.006619, 58484.171132, 38534.99};f97927c4-dea4-4e2d-b50f-859b69704d08;f72fbe07-4790-449a-acac-d6771dcbfba3;UPB265(265X1200);3729.99*300
HCS - Wall;{87283.106348, 58779.007644, 38534.99};{86614.987191, 58359.094439, 38534.99};a8443c02-1ba0-42ca-ac4a-ebbb44040355;2c2454d9-72fc-4d1f-9fd3-ec1f9f6bc861;UPB265(265X1200);3729.99*250
Beam at side of HCS 2;{87736.168017, 56612.320274, 38534.99};{87736.168017, 56612.320274, 38799.99};a8443c02-1ba0-42ca-ac4a-ebbb44040355;f7e46018-efcf-4402-a91d-b4396eb1f109;UPB265(265X1200);650*640
Side;{87278.491671, 58823.352332, 38667.49};{88401.570879, 57036.433687, 38667.49};70e973b6-c2f3-4a43-af2c-8bd8adb61af8;a8443c02-1ba0-42ca-ac4a-ebbb44040355;UPB265(265X1200);UPB265(265X1200)
HCS - Wall;{88363.605712, 57059.837308, 38534.99};{87695.486555, 56639.924103, 38534.99};a8443c02-1ba0-42ca-ac4a-ebbb44040355;6d2b588e-1ca3-4891-b2c0-40f3ef154752;UPB265(265X1200);3729.99*300
HCS - Wall;{89413.445153, 57719.713897, 38534.99};{88741.590436, 57297.452899, 38534.99};70e973b6-c2f3-4a43-af2c-8bd8adb61af8;f72fbe07-4790-449a-acac-d6771dcbfba3;UPB265(265X1200);3729.99*300
HCS - Wall;{88397.465104, 57081.128964, 38534.99};{88724.668997, 57286.796337, 38534.99};70e973b6-c2f3-4a43-af2c-8bd8adb61af8;6d2b588e-1ca3-4891-b2c0-40f3ef154752;UPB265(265X1200);3729.99*300
Unclassified;{85001.906903, 57445.670966, 35100};{85001.906903, 57445.670966, 38349.99};2c2454d9-72fc-4d1f-9fd3-ec1f9f6bc861;979ba37c-df51-4b14-97ce-5a5edbd0464e;3729.99*250;BL500*500
Corner;{85338.734176, 57497.905585, 35070};{85338.734176, 57497.905585, 38534.99};2c2454d9-72fc-4d1f-9fd3-ec1f9f6bc861;9e78c3e7-06ac-4ed6-ba1f-49152e708e6b;3729.99*250;3729.99*300
Other;{86586.56838, 55812.956256, 35070};{86586.56838, 55812.956256, 38534.99};6d2b588e-1ca3-4891-b2c0-40f3ef154752;9e78c3e7-06ac-4ed6-ba1f-49152e708e6b;3729.99*300;3729.99*300
Unclassified;{86595.018272, 55818.267522, 38367.489999};{88142.000412, 56790.639061, 38367.489999};6d2b588e-1ca3-4891-b2c0-40f3ef154752;f7e46018-efcf-4402-a91d-b4396eb1f109;3729.99*300;650*640
Unclassified;{88322.62797, 56703.380639, 38199.989999};{88322.62797, 56703.380639, 38534.99};6d2b588e-1ca3-4891-b2c0-40f3ef154752;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;3729.99*300;650*640
Normal;{88791.668897, 57198.99487, 35070};{88791.668897, 57198.99487, 38534.99};6d2b588e-1ca3-4891-b2c0-40f3ef154752;f72fbe07-4790-449a-acac-d6771dcbfba3;3729.99*300;3729.99*300
Full width support 1;{89785.545199, 56406.098661, 38599.99};{88609.573987, 56167.159945, 38599.99};99419d5b-9a2a-4936-ae00-f25e50224075;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;UPB400(400X1200);650*640
Full width support 1;{90961.544311, 56644.900056, 38599.99};{89785.5731, 56405.96134, 38599.99};d5f5e987-5a78-482a-b9a0-96813b72a053;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;UPB400(400X1200);650*640
Beam at side of HCS 2;{88498.171049, 56144.678178, 38399.99};{88498.171049, 56144.678178, 38799.99};39c6e5f9-bfdb-4526-8389-e1b5a2c90626;8e2841d2-8be3-41e0-94bd-dbfc6847ff88;UPB400(400X1200);650*640
Unclassified;{86513.7653, 55628.067654, 38499.989999};{86080.107557, 56318.151245, 38499.989999};9e78c3e7-06ac-4ed6-ba1f-49152e708e6b;f7e46018-efcf-4402-a91d-b4396eb1f109;3729.99*300;650*640
Full width support 1;{84700.478262, 55373.450448, 38599.99};{83524.50705, 55134.511731, 38599.99};fdf88aee-b2d2-419c-a2e0-78867fdd946d;f7e46018-efcf-4402-a91d-b4396eb1f109;UPB400(400X1200);650*640
Beam at side of HCS 2;{87433.545868, 55928.464257, 38599.99};{88318.195232, 56108.113833, 38599.99};39c6e5f9-bfdb-4526-8389-e1b5a2c90626;f7e46018-efcf-4402-a91d-b4396eb1f109;UPB400(400X1200);650*640
Side;{88599.604024, 56216.228551, 38599.99};{90582.909809, 46455.104273, 38599.99};39c6e5f9-bfdb-4526-8389-e1b5a2c90626;99419d5b-9a2a-4936-ae00-f25e50224075;UPB400(400X1200);UPB400(400X1200)
Side;{89775.603137, 56455.029946, 38599.99};{91758.906259, 46693.918775, 38599.99};99419d5b-9a2a-4936-ae00-f25e50224075;d5f5e987-5a78-482a-b9a0-96813b72a053;UPB400(400X1200);UPB400(400X1200)
Horizontal;{110369.556753, 56363.266498, 40709.993843};{111564.069628, 50481.141884, 40709.993819};49eb0c32-18c0-4788-a3ff-0cdf9c3c275c;9a63117e-1545-4237-8a28-a66f8bdf3898;1990*350;1990*350
Corner;{106930.910516, 55558.720453, 38819.99};{106930.910516, 55558.720453, 43050.0};0b1917b9-c0eb-4f28-9f73-c6786611f461;e5ebbdcb-5a3a-40f9-b1a3-7d23ccf95ec1;4230.01*200;4230.01*200
Horizontal;{106940.710247, 55560.709865, 38919.995};{110051.171547, 56192.569745, 38919.995};0b1917b9-c0eb-4f28-9f73-c6786611f461;6433bd8d-a408-4c73-a7e8-c1fa0c4b3573;4230.01*200;3950*200
One Layer Wall Connections;{106823.109799, 55536.813486, 38819.99};{106823.109799, 55536.813486, 39020};6433bd8d-a408-4c73-a7e8-c1fa0c4b3573;e5ebbdcb-5a3a-40f9-b1a3-7d23ccf95ec1;3950*200;4230.01*200
Horizontal;{106352.717916, 57851.968289, 38809.99};{106799.217391, 55654.405476, 38809.99};5be6318e-d7dc-42b9-873c-f886b6d84b72;e5ebbdcb-5a3a-40f9-b1a3-7d23ccf95ec1;3729.99*200;4230.01*200
Corner;{106801.207241, 55644.60583, 35070};{106801.207241, 55644.60583, 38799.99};5be6318e-d7dc-42b9-873c-f886b6d84b72;6433bd8d-a408-4c73-a7e8-c1fa0c4b3573;3729.99*200;3950*200
Corner;{106894.014741, 55438.955153, 35070.0};{106894.014741, 55438.955153, 38799.99};47e40c21-42a9-4a5c-8fce-c3cc5d4dfd2c;6433bd8d-a408-4c73-a7e8-c1fa0c4b3573;3729.99*300;3950*200
Normal;{107492.967554, 52491.176198, 35070.0};{107492.967554, 52491.176198, 38799.99};2f111722-087d-45ef-a16e-7a009fc047df;47e40c21-42a9-4a5c-8fce-c3cc5d4dfd2c;3729.99*300;3729.99*300
Unclassified;{78398.171783, 76790.500703, 51139.959996};{78398.171783, 76790.500703, 51789.96};7778d671-cc00-41c8-a751-73f9d8a185c0;a9c43c5a-ccad-44bc-8d1e-44b7ad2a5c9c;650*400;650*400
Normal;{75757.019479, 83298.435989, 45319.985737};{75757.019479, 83298.435989, 52109.985737};71334350-a703-4682-9ade-6355225b8109;9ceccdb1-c07c-492f-978d-2af0de04384a;6790*400;6790*400
Horizontal;{75766.993523, 83297.71595, 45309.985737};{78455.725813, 83103.613048, 45309.985737};71334350-a703-4682-9ade-6355225b8109;cc940fcc-ed6f-42dd-bc4b-84bda2b3b977;6790*400;6409.99*400
Horizontal;{73263.503607, 83478.445977, 45309.985737};{75747.045436, 83299.156028, 45309.985737};0363309d-976a-4f91-8dce-6c68f1933e1b;9ceccdb1-c07c-492f-978d-2af0de04384a;6409.99*400;6790*400
Normal;{73253.529564, 83479.166016, 45319.985737};{73253.529564, 83479.166016, 52109.985737};92b3df29-be66-4e4e-afbd-a52c4d9ef95d;9ceccdb1-c07c-492f-978d-2af0de04384a;6790*400;6790*400
Horizontal;{70750.042864, 83659.89581, 45309.985738};{73243.55552, 83479.886054, 45309.985738};92b3df29-be66-4e4e-afbd-a52c4d9ef95d;d11940a2-cc80-4da7-ac1f-fe3ffe08b34d;6790*400;6409.99*400
Unclassified;{69902.980217, 77404.993102, 51179.949958};{69902.980217, 77404.993102, 51779.950002};a0287179-c962-413f-847c-0d86b62f6aa6;c9756d37-dbc8-4cec-be32-9190993ca15e;600*300;600*300
Full width support 1;{78374.064792, 81625.549797, 45167.5};{78330.651588, 81024.441378, 45167.5};cbf61953-28f2-49bf-8503-e2336e981d70;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Full width support 1;{78330.658271, 81024.440683, 45167.5};{78244.21708, 79827.558099, 45167.5};87e50d65-5394-40f7-b971-5a6ba4a4660e;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Full width support 1;{78244.226009, 79827.557303, 45167.5};{78157.784795, 78630.674721, 45167.5};33ef8c03-abd6-491f-b68d-e2785d6f1e0d;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Full width support 1;{78157.793748, 78630.673917, 45167.5};{78071.35251, 77433.791336, 45167.5};90f35082-e943-4b4b-9a3f-4cad9902f9d9;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Beam at side of HCS 2;{78436.62386, 82491.842323, 45167.500001};{78376.946069, 81665.445489, 45167.500001};db111eca-2f90-41eb-84a9-ea2f3c236536;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Beam at side of HCS 2;{78063.899297, 77329.972828, 45035.0};{78063.899297, 77329.972828, 45300.000003};13039486-3271-4a67-b96a-c42cec5c7430;ed583e4f-7d3c-4a63-9070-c65c7598c86c;UPB265(265X1200);600*640
Full width support 1;{78179.824989, 79634.269172, 38667.49};{78093.417242, 78437.384173, 38667.49};ff77789e-7c80-4e2d-a719-4a6337d49397;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Full width support 1;{78323.475617, 81627.168636, 38667.49};{78237.06787, 80430.283637, 38667.49};f5ee1cf6-711a-4e05-917b-f6eadc2d9b85;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Full width support 1;{78234.240594, 80390.383675, 38667.49};{78179.654658, 79634.281469, 38667.49};e5adeba6-c4b9-4212-a58a-62c801f7d22b;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Beam at side of HCS 2;{78385.507486, 82488.014113, 38667.49};{78323.36033, 81627.176959, 38667.49};cd4df63e-8af3-40d8-aae5-b874769ebe0d;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Full width support 1;{78093.551358, 78437.374491, 38658.59};{78007.143611, 77240.489491, 38658.59};7628bb22-69d5-4f7c-af68-f2ac6093959e;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Beam at side of HCS 2;{78032.226212, 77238.678682, 38667.49};{78004.451537, 76853.955172, 38667.49};0a10e754-c37e-4778-9610-d02d03d25e59;b132265b-04ed-42df-8b87-d4758be6aeef;UPB265(265X1200);480*740
Normal;{75757.019479, 83298.435989, 38889.995737};{75757.019479, 83298.435989, 45299.985737};0363309d-976a-4f91-8dce-6c68f1933e1b;cc940fcc-ed6f-42dd-bc4b-84bda2b3b977;6409.99*400;6409.99*400
Normal;{73253.529564, 83479.166016, 38889.995737};{73253.529564, 83479.166016, 45299.985738};0363309d-976a-4f91-8dce-6c68f1933e1b;d11940a2-cc80-4da7-ac1f-fe3ffe08b34d;6409.99*400;6409.99*400
HCS - Wall;{73247.66431, 83259.038502, 45167.492869};{74742.512896, 83151.080348, 45167.492869};db111eca-2f90-41eb-84a9-ea2f3c236536;0363309d-976a-4f91-8dce-6c68f1933e1b;UPB265(265X1200);6409.99*400
HCS - Wall;{70734.206217, 83440.52503, 45167.492869};{73227.718873, 83260.515274, 45167.492869};db111eca-2f90-41eb-84a9-ea2f3c236536;d11940a2-cc80-4da7-ac1f-fe3ffe08b34d;UPB265(265X1200);6409.99*400
Side;{70529.369063, 80186.585111, 38667.49};{78219.533393, 79631.402469, 38667.49};e5adeba6-c4b9-4212-a58a-62c801f7d22b;ff77789e-7c80-4e2d-a719-4a6337d49397;UPB265(265X1200);UPB265(265X1200)
Side;{70442.961406, 78989.700105, 38663.04};{78133.381585, 78434.498993, 38663.04};7628bb22-69d5-4f7c-af68-f2ac6093959e;ff77789e-7c80-4e2d-a719-4a6337d49397;UPB265(265X1200);UPB265(265X1200)
Side;{70585.409346, 80962.834395, 38667.49};{78275.606451, 80407.649388, 38667.49};e5adeba6-c4b9-4212-a58a-62c801f7d22b;f5ee1cf6-711a-4e05-917b-f6eadc2d9b85;UPB265(265X1200);UPB265(265X1200)
Side;{70673.242712, 82179.468474, 38667.49};{78363.305844, 81624.293138, 38667.49};cd4df63e-8af3-40d8-aae5-b874769ebe0d;f5ee1cf6-711a-4e05-917b-f6eadc2d9b85;UPB265(265X1200);UPB265(265X1200)
Side;{70500.345813, 81589.961098, 45167.5};{78370.549968, 81021.559627, 45167.5};87e50d65-5394-40f7-b971-5a6ba4a4660e;cbf61953-28f2-49bf-8503-e2336e981d70;UPB265(265X1200);UPB265(265X1200)
Side;{70545.166928, 82211.173978, 45167.5};{78415.411226, 81642.78394, 45167.5};cbf61953-28f2-49bf-8503-e2336e981d70;db111eca-2f90-41eb-84a9-ea2f3c236536;UPB265(265X1200);UPB265(265X1200)
Side;{70413.938227, 80393.076087, 45167.5};{78284.117695, 79824.676247, 45167.5};33ef8c03-abd6-491f-b68d-e2785d6f1e0d;87e50d65-5394-40f7-b971-5a6ba4a4660e;UPB265(265X1200);UPB265(265X1200)
Side;{70327.53064, 79196.191075, 45167.5};{78197.685421, 78627.79286, 45167.5};33ef8c03-abd6-491f-b68d-e2785d6f1e0d;90f35082-e943-4b4b-9a3f-4cad9902f9d9;UPB265(265X1200);UPB265(265X1200)
Side;{70241.123544, 77999.313368, 45167.5};{78111.253686, 77430.916933, 45167.5};13039486-3271-4a67-b96a-c42cec5c7430;90f35082-e943-4b4b-9a3f-4cad9902f9d9;UPB265(265X1200);UPB265(265X1200)
Beam at side of HCS 2;{77991.189133, 76322.613157, 45035.0};{77991.189133, 76322.613157, 45300.000003};13039486-3271-4a67-b96a-c42cec5c7430;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Full width support 1;{77723.368168, 72606.331761, 45167.500001};{77651.094261, 71605.61336, 45167.500001};4b9c1136-01d8-4d3d-878a-418aaad63600;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Full width support 1;{77812.530977, 73843.107032, 45167.500001};{77726.089694, 72646.224455, 45167.500001};65cb151e-af86-42a1-bd98-42c8a9dd2f83;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Full width support 1;{77898.805366, 75040.001663, 45167.500001};{77812.364084, 73843.119086, 45167.500001};6042cc46-efdd-480c-a66b-d3968228ece9;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Full width support 1;{77985.079756, 76236.896294, 45167.500001};{77898.638474, 75040.013717, 45167.500001};ab87baeb-ca0f-4bb7-b603-37cb87a02472;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Beam at side of HCS 2;{77651.198966, 71605.628931, 45167.500001};{77617.778396, 71141.98148, 45167.500001};edb917e9-9fe9-4c1a-ba76-bceaea9e92c1;3b9cc644-f59c-44b1-baf3-00d3fcc6f34c;UPB265(265X1200);600*640
Side;{70356.553802, 77792.815095, 38663.04};{78047.107954, 77237.604311, 38663.04};0a10e754-c37e-4778-9610-d02d03d25e59;7628bb22-69d5-4f7c-af68-f2ac6093959e;UPB265(265X1200);UPB265(265X1200)
Horizontal;{69306.226093, 71019.465049, 45455.0};{68707.494506, 62723.723221, 45455.0};43ffc145-9158-40d5-9037-7858e7dcb00d;93bca332-ff08-43fa-a8ba-33213d15f3c2;1425*180;1405*180
Unclassified;{79602.588122, 65183.992713, 38359.99};{79336.550475, 65607.341235, 38359.99};1eda423e-0a6f-4b4b-a785-cd355647625f;79f4c10d-29ad-44a0-97cf-a05879ec934b;BL500*500;480*640
Unclassified;{79800.980065, 65722.039043, 35100};{79800.980065, 65722.039043, 38349.99};1d241c44-eec2-4ca5-87fe-d63a1ca2c465;1eda423e-0a6f-4b4b-a785-cd355647625f;3729.99*300;BL500*500
HCS - Wall;{81541.064945, 66815.835555, 38534.99};{80207.773807, 65977.746105, 38534.99};1db648d4-8f64-4062-b450-7c250f3a659b;1d241c44-eec2-4ca5-87fe-d63a1ca2c465;UPB265(265X1200);3729.99*300
Side;{80481.460663, 70254.101449, 38667.49};{80177.261762, 66041.244853, 38667.49};1db648d4-8f64-4062-b450-7c250f3a659b;709ec1a7-5558-4795-8480-c2a3adf15a50;UPB265(265X1200);UPB265(265X1200)
Support not full width of HCS;{79477.802145, 65583.418343, 38667.49};{78943.867307, 65621.971359, 38667.49};709ec1a7-5558-4795-8480-c2a3adf15a50;79f4c10d-29ad-44a0-97cf-a05879ec934b;UPB265(265X1200);480*640
HCS - Wall;{80280.743279, 66023.613765, 38534.99};{79809.435448, 65727.355798, 38534.99};709ec1a7-5558-4795-8480-c2a3adf15a50;1d241c44-eec2-4ca5-87fe-d63a1ca2c465;UPB265(265X1200);3729.99*300
Side;{79284.572318, 70340.523371, 38667.49};{78933.674219, 65480.807108, 38667.49};709ec1a7-5558-4795-8480-c2a3adf15a50;c5e06388-1e3a-45b6-9b1b-cdc64ae525d3;UPB265(265X1200);UPB265(265X1200)
Not connection 2;{77990.78845, 69366.286279, 38667.49};{77688.500063, 65172.620839, 38667.49};c5e06388-1e3a-45b6-9b1b-cdc64ae525d3;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
Beam at side of HCS 2;{79050.164227, 65322.13759, 38667.49};{77929.566172, 64880.405505, 38667.49};c5e06388-1e3a-45b6-9b1b-cdc64ae525d3;79f4c10d-29ad-44a0-97cf-a05879ec934b;UPB265(265X1200);480*640
Side;{74233.834808, 70183.874285, 38667.49};{77571.423458, 69942.92088, 38667.49};6caaf22a-0ef3-4575-9dd8-f4ba1a0da9fc;ee98dbec-b2c7-46ef-ad9a-e3521239c004;UPB265(265X1200);UPB265(265X1200)
Concrete beam 2;{77570.376017, 70484.350019, 38667.49};{77531.496256, 69945.803379, 38667.49};6caaf22a-0ef3-4575-9dd8-f4ba1a0da9fc;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
Concrete beam 2;{77617.141866, 71132.691235, 38534.99};{77617.141866, 71132.691235, 38799.99};6caaf22a-0ef3-4575-9dd8-f4ba1a0da9fc;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Side;{74320.242555, 71380.759284, 38667.49};{77657.690947, 71139.816004, 38667.49};6caaf22a-0ef3-4575-9dd8-f4ba1a0da9fc;a6206cc1-13c2-458d-81bd-c1e87f122f2d;UPB265(265X1200);UPB265(265X1200)
Concrete beam 2;{78024.372081, 76782.356746, 38667.49};{77970.777888, 76039.991765, 38667.49};0a10e754-c37e-4778-9610-d02d03d25e59;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Full width support 1;{77876.686172, 74733.375217, 38667.49};{77790.278425, 73536.490217, 38667.49};871b0137-09db-475f-be4a-a92157b754e9;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Full width support 1;{77790.410711, 73536.480667, 38667.49};{77704.002964, 72339.595668, 38667.49};2b496481-9282-44e5-af1b-f555e31fbfb0;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Full width support 1;{77704.13525, 72339.586118, 38667.49};{77617.727503, 71142.701118, 38667.49};a6206cc1-13c2-458d-81bd-c1e87f122f2d;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Full width support 1;{77962.961633, 75930.269766, 38667.49};{77876.553885, 74733.384767, 38667.49};26a0fdf7-53ac-468b-94b1-675caf29206e;54b45889-0328-4ca9-9072-1dd0feeb97f9;UPB265(265X1200);480*640
Concrete beam 1;{77531.592693, 69945.796417, 38667.49};{77445.184946, 68748.911417, 38667.49};ee98dbec-b2c7-46ef-ad9a-e3521239c004;ce97060e-8da0-4f17-b985-cf457a1ed38e;UPB265(265X1200);480*520
